@relation dataset-2-training
@attribute Release numeric
@attribute #AuthorsInRelease numeric
@attribute LOC numeric
@attribute AvgChurnInRelease numeric
@attribute AvgChurnFromStart numeric
@attribute AvgLOCAddedInRelease numeric
@attribute AvgLOCAddedFromStart numeric
@attribute #RevisionInRelease numeric
@attribute #RevisionFromStart numeric
@attribute #BugFixInRelease numeric
@attribute #BugFixFromStart numeric
@attribute Buggy {1,0}
@data
1,4,63,5,5,8,8,22,22,6,6,0
1,1,73,36,36,37,37,4,4,0,0,0
1,2,97,10,10,14,14,23,23,4,4,0
1,3,102,9,9,11,11,29,29,0,0,0
1,2,226,39,39,40,40,17,17,0,0,0
1,3,227,35,35,36,36,19,19,0,0,0
1,2,33,4,4,5,5,14,14,0,0,0
1,3,101,11,11,12,12,26,26,2,2,0
1,6,927,36,36,94,94,73,73,24,24,0
1,2,209,35,35,37,37,12,12,8,8,0
1,2,55,8,8,9,9,14,14,0,0,0
1,2,69,9,9,11,11,14,14,0,0,0
1,6,549,28,28,159,159,62,62,12,12,0
1,3,106,13,13,14,14,16,16,2,2,0
1,2,72,36,36,38,38,4,4,4,4,0
1,2,67,9,9,10,10,14,14,0,0,0
1,3,83,8,8,17,17,20,20,2,2,0
